time,angle
19.292,15.117
19.308,15.117
19.324,15.117
19.339,14.941
19.354,14.941
19.371,14.941
19.386,14.941
19.401,14.941
19.417,14.941
19.433,14.941
19.449,14.941
19.464,14.941
19.479,14.766
19.495,14.766
19.511,14.766
19.526,14.766
19.542,14.766
19.557,14.766
s
